date,shift,required_ground_crew_count
2025-09-09,Afternoon,81
2026-06-04,Morning,84
2025-02-07,Afternoon,66
2026-04-25,Afternoon,73
2025-11-17,Afternoon,128
2024-11-15,Night,65
2026-09-26,Afternoon,73
2025-04-20,Morning,96
2024-06-14,Morning,101
2026-11-21,Afternoon,116
2026-09-28,Afternoon,73
2024-02-24,Night,77
2026-09-16,Morning,117
2026-11-04,Morning,135
2026-06-27,Morning,125
2024-10-06,Afternoon,67
2025-11-22,Night,93
2025-08-12,Night,61
2025-11-10,Afternoon,63
2025-11-06,Night,58
2025-12-01,Morning,156
2025-07-17,Afternoon,134
2026-01-26,Night,60
2025-07-31,Morning,103
2024-01-19,Night,85
2024-02-08,Morning,90
2026-11-16,Morning,113
2026-09-23,Afternoon,80
2025-10-03,Night,42
2024-07-10,Morning,100
2026-05-06,Night,36
2024-06-06,Morning,57
2025-02-17,Afternoon,111
2024-12-27,Afternoon,87
2024-01-14,Morning,54
2026-06-03,Afternoon,184
2025-07-12,Afternoon,75
2024-12-12,Afternoon,104
2025-07-09,Morning,170
2024-01-01,Morning,70
2025-04-23,Night,48
2025-07-23,Afternoon,123
2025-01-07,Night,31
2026-06-29,Afternoon,157
2024-09-30,Night,36
2024-05-31,Morning,103
2025-08-01,Afternoon,142
2026-08-30,Afternoon,86
2025-02-15,Morning,86
2024-02-21,Morning,129
2026-11-29,Afternoon,154
2025-05-01,Night,56
2024-07-08,Afternoon,72
2025-11-05,Morning,113
2024-12-16,Night,73
2026-10-24,Morning,111
2024-11-18,Morning,117
2025-08-25,Night,68
2025-08-18,Night,84
2024-09-22,Night,68
2025-07-01,Night,54
2024-04-29,Afternoon,98
2025-12-06,Morning,115
2026-04-11,Morning,115
2026-11-07,Night,51
2024-12-23,Night,136
2024-11-08,Morning,125
2025-08-24,Morning,128
2026-01-29,Morning,115
2026-12-23,Morning,82
2024-01-28,Night,74
2024-09-18,Morning,193
2024-10-14,Afternoon,132
2024-10-06,Night,80
2025-05-23,Afternoon,67
2026-08-14,Afternoon,213
2024-02-03,Morning,101
2026-06-13,Morning,117
2025-11-07,Morning,106
2025-11-05,Morning,173
2026-01-13,Morning,77
2024-05-06,Morning,105
2026-03-29,Morning,152
2024-09-28,Morning,117
2025-07-20,Night,53
2026-01-11,Morning,72
2025-10-23,Morning,68
2024-12-20,Night,125
2025-03-10,Morning,93
2025-06-06,Afternoon,121
2024-02-15,Night,75
2026-03-06,Afternoon,105
2024-04-19,Morning,138
2025-05-17,Afternoon,154
2025-12-18,Afternoon,108
2024-03-29,Morning,89
2026-12-27,Morning,139
2025-02-17,Morning,99
2024-01-18,Night,55
2025-12-22,Morning,127
2025-09-03,Morning,277
2025-12-02,Afternoon,111
2026-04-03,Night,83
2025-06-05,Morning,89
2026-06-25,Morning,122
2025-02-09,Afternoon,59
2025-08-20,Afternoon,59
2024-06-22,Afternoon,154
2025-11-10,Night,59
2024-10-13,Morning,60
2026-02-02,Morning,55
2026-05-27,Morning,72
2026-07-30,Morning,131
2026-10-15,Afternoon,44
2024-05-14,Night,64
2024-05-31,Morning,60
2026-10-12,Afternoon,56
2025-02-21,Morning,78
2024-01-29,Afternoon,61
2024-11-10,Morning,93
2026-07-05,Afternoon,184
2025-01-24,Morning,150
2024-03-25,Night,80
2026-03-02,Night,56
2024-08-01,Night,85
2025-01-21,Night,73
2024-01-05,Morning,81
2025-10-21,Afternoon,93
2025-05-03,Morning,63
2026-08-08,Night,89
2025-01-01,Morning,104
2024-08-12,Morning,198
2024-06-30,Afternoon,172
2024-08-07,Morning,60
2025-05-09,Afternoon,115
2024-04-05,Morning,46
2025-03-16,Afternoon,178
2026-07-25,Night,63
2026-04-21,Afternoon,157
2025-11-29,Morning,115
2026-09-05,Morning,161
2026-05-05,Morning,41
2025-12-16,Morning,55
2026-08-03,Afternoon,107
2024-05-16,Morning,85
2026-06-15,Morning,46
2024-11-19,Morning,75
2026-03-14,Night,31
2026-09-27,Morning,98
2025-06-27,Morning,144
2024-04-07,Afternoon,149
2025-02-09,Morning,89
2025-03-21,Night,53
2026-10-23,Morning,96
2026-10-29,Afternoon,50
2025-09-15,Afternoon,100
2026-11-07,Night,93
2025-04-23,Afternoon,126
2025-03-26,Night,53
2026-07-05,Afternoon,94
2026-01-01,Afternoon,54
2025-07-26,Afternoon,124
2025-05-15,Afternoon,97
2026-02-12,Afternoon,52
2026-04-05,Morning,67
2025-06-21,Morning,110
2024-02-04,Morning,79
2024-04-21,Morning,152
2024-06-06,Afternoon,109
2025-05-21,Morning,75
2025-11-04,Afternoon,116
2026-05-30,Afternoon,57
2024-09-11,Afternoon,82
2026-05-12,Afternoon,80
2025-12-30,Morning,70
2024-02-26,Morning,84
2025-01-19,Afternoon,199
2024-11-27,Night,58
2026-08-29,Afternoon,117
2026-10-06,Afternoon,108
2026-06-16,Afternoon,96
2025-08-01,Afternoon,139
2025-06-24,Afternoon,122
2024-12-07,Afternoon,208
2026-04-27,Morning,153
2024-04-04,Morning,42
2024-10-24,Morning,141
2024-05-28,Afternoon,75
2025-06-25,Night,58
2024-11-24,Morning,95
2024-08-04,Morning,95
2025-02-16,Night,56
2026-08-01,Morning,96
2025-09-03,Night,63
2026-06-21,Morning,183
2026-09-28,Morning,97
2026-09-15,Afternoon,58
2025-01-19,Morning,102
2026-08-19,Morning,122
2026-09-23,Morning,83
2026-11-17,Morning,59
2025-01-19,Morning,109
2024-09-07,Night,70
2025-10-02,Morning,89
2026-10-18,Morning,185
2026-09-14,Morning,88
2025-09-18,Night,60
2024-06-12,Night,61
2025-04-08,Night,64
2026-02-21,Night,56
2025-09-06,Morning,96
2025-01-13,Afternoon,47
2025-01-10,Morning,136
2024-03-06,Night,85
2024-11-12,Afternoon,83
2026-01-03,Morning,80
2024-09-21,Night,67
2026-12-24,Night,194
2024-03-31,Night,38
2025-10-07,Morning,99
2025-06-28,Morning,116
2026-07-02,Morning,85
2026-08-30,Afternoon,127
2025-08-18,Afternoon,91
2025-11-21,Morning,78
2026-02-05,Night,49
2025-07-24,Morning,158
2024-07-21,Afternoon,203
2025-04-14,Night,65
2024-09-21,Afternoon,114
2025-05-23,Morning,142
2025-11-05,Morning,58
2024-08-17,Morning,87
2024-09-30,Afternoon,46
2026-06-20,Afternoon,111
2025-02-17,Morning,89
2024-08-05,Night,51
2026-02-20,Afternoon,89
2026-02-24,Night,46
2026-06-24,Afternoon,117
2026-04-12,Night,67
2026-12-23,Morning,190
2025-09-22,Morning,59
2024-11-10,Night,80
2026-08-03,Night,79
2024-10-17,Afternoon,124
2024-11-14,Morning,110
2026-06-27,Morning,112
2026-08-24,Night,47
2025-01-06,Night,75
2026-03-10,Morning,68
2026-10-07,Morning,79
2026-05-25,Afternoon,110
2024-01-06,Afternoon,75
2025-12-29,Afternoon,92
2024-07-05,Afternoon,71
2026-07-16,Night,120
2024-03-14,Morning,197
2026-12-24,Afternoon,64
2024-07-13,Afternoon,154
2025-04-05,Afternoon,84
2024-09-13,Night,46
2026-06-11,Afternoon,96
2025-03-07,Afternoon,86
2026-03-27,Morning,46
2024-03-14,Afternoon,133
2025-05-11,Morning,166
2026-09-25,Morning,134
2026-10-12,Afternoon,79
2024-08-16,Afternoon,66
2025-03-08,Night,80
2025-03-24,Afternoon,62
2025-09-11,Night,65
2025-08-11,Morning,136
2024-04-26,Afternoon,77
2026-04-15,Night,73
2024-09-04,Afternoon,56
2024-12-11,Night,138
2026-07-10,Afternoon,93
2026-01-25,Morning,111
2025-03-10,Afternoon,85
2026-09-27,Morning,62
2025-03-07,Morning,65
2025-09-11,Morning,129
2024-09-26,Morning,94
2024-07-19,Morning,102
2025-06-22,Night,78
2025-09-09,Morning,91
2026-06-02,Night,61
2025-03-04,Afternoon,64
2026-09-08,Morning,67
2025-10-27,Morning,68
2024-03-17,Night,68
2026-03-21,Afternoon,103
2025-09-22,Night,70
2025-03-02,Morning,148
2025-05-27,Afternoon,80
2024-11-26,Night,63
2025-11-04,Night,75
2025-09-13,Morning,87
2025-05-05,Night,44
2024-11-08,Morning,100
2025-03-12,Night,44
2025-06-29,Afternoon,103
2025-06-01,Afternoon,170
2024-12-04,Morning,95
2025-09-29,Night,48
2024-09-05,Morning,130
2025-07-03,Afternoon,170
2024-05-13,Afternoon,87
2025-06-01,Afternoon,127
2026-05-09,Afternoon,54
2026-06-15,Afternoon,128
2026-01-31,Afternoon,161
2026-03-28,Afternoon,72
2024-03-13,Afternoon,90
2025-01-09,Afternoon,79
2025-12-18,Night,118
2026-05-27,Afternoon,50
2025-09-30,Morning,106
2026-07-24,Afternoon,104
2024-10-26,Morning,60
2024-06-17,Morning,130
2024-04-04,Night,67
2025-09-30,Afternoon,107
2025-12-30,Afternoon,110
2024-11-08,Night,50
2026-05-08,Morning,68
2026-03-21,Morning,158
2025-01-29,Morning,41
2024-09-18,Morning,89
2026-03-24,Afternoon,115
2026-01-05,Night,36
2024-07-06,Afternoon,156
2024-10-06,Morning,40
2025-06-16,Afternoon,112
2025-07-14,Morning,125
2024-06-30,Afternoon,97
2026-11-05,Afternoon,128
2025-03-01,Morning,111
2025-02-21,Night,194
2024-03-07,Night,44
2026-08-17,Morning,92
2024-09-14,Afternoon,72
2026-12-17,Afternoon,151
2025-06-27,Morning,191
2026-08-16,Morning,123
2024-07-15,Afternoon,113
2024-06-30,Night,136
2026-05-28,Afternoon,182
2026-06-17,Afternoon,78
2025-08-18,Afternoon,82
2024-02-05,Afternoon,126
2026-10-31,Morning,118
2025-03-07,Morning,150
2026-10-22,Night,63
2026-08-12,Night,35
2026-07-22,Night,51
2026-01-24,Morning,76
2026-01-07,Afternoon,87
2025-08-06,Afternoon,152
2024-01-28,Morning,115
2025-03-01,Morning,124
2026-03-11,Night,78
2026-06-09,Afternoon,87
2025-09-05,Afternoon,136
2026-02-16,Morning,76
2024-01-24,Afternoon,171
2025-05-28,Morning,146
2025-07-10,Morning,113
2026-09-05,Afternoon,141
2024-12-06,Morning,164
2024-09-09,Night,47
2025-01-21,Afternoon,77
2024-07-05,Morning,153
2025-09-04,Morning,45
2025-12-05,Afternoon,84
2026-05-28,Morning,110
2026-12-01,Morning,156
2024-03-21,Afternoon,56
2024-09-27,Morning,120
2024-11-25,Afternoon,99
2024-09-30,Afternoon,93
2026-06-25,Morning,164
2024-06-01,Night,96
2024-02-02,Afternoon,99
2026-08-01,Afternoon,98
2026-11-19,Morning,75
2024-09-05,Afternoon,122
2024-12-30,Morning,139
2025-07-05,Afternoon,55
2025-07-30,Morning,118
2026-12-21,Night,51
2025-03-18,Morning,85
2024-01-14,Night,41
2025-04-08,Night,45
2025-09-01,Afternoon,84
2025-07-20,Morning,130
2025-07-15,Morning,48
2026-10-08,Night,68
2026-06-03,Afternoon,185
2024-10-02,Afternoon,99
2025-01-24,Morning,75
2026-01-01,Night,48
2025-03-25,Morning,119
2025-04-14,Morning,99
2024-07-03,Morning,92
2024-10-05,Afternoon,58
2026-03-22,Night,43
2026-07-12,Night,135
2026-05-10,Morning,173
2024-12-03,Morning,106
2024-05-29,Night,68
2024-06-24,Afternoon,74
2025-03-07,Morning,118
2025-07-21,Morning,84
2026-09-05,Afternoon,96
2026-09-12,Night,126
2024-01-03,Afternoon,56
2026-02-14,Morning,158
2024-11-23,Afternoon,78
2024-08-04,Morning,126
2025-08-31,Night,66
2024-02-07,Morning,217
2025-01-01,Morning,70
2025-08-28,Afternoon,64
2024-10-25,Morning,88
2025-10-12,Morning,80
2025-05-19,Afternoon,86
2026-05-26,Night,77
2024-07-17,Night,87
2024-03-03,Morning,76
2025-08-03,Morning,146
2024-10-08,Afternoon,79
2026-02-13,Afternoon,63
2024-04-12,Morning,127
2025-09-22,Night,37
2026-12-20,Night,47
2024-04-12,Morning,121
2024-11-26,Night,64
2026-07-14,Afternoon,95
2025-08-07,Morning,61
2024-07-10,Afternoon,180
2024-08-21,Morning,130
2026-04-18,Morning,84
2026-08-01,Night,205
2025-01-30,Afternoon,94
2025-06-03,Morning,178
2026-05-07,Afternoon,40
2024-07-12,Night,58
2024-08-14,Afternoon,111
2026-04-28,Night,51
2024-07-23,Night,95
2026-04-24,Morning,71
2025-06-28,Afternoon,128
2026-12-21,Afternoon,158
2024-02-06,Night,46
2026-11-02,Morning,86
2024-09-03,Morning,128
2024-02-08,Morning,93
2026-03-04,Afternoon,66
2025-08-06,Night,66
2026-07-06,Night,42
2024-04-28,Afternoon,60
2024-03-29,Morning,69
2025-09-13,Morning,78
2026-08-24,Night,51
2025-03-20,Afternoon,119
2026-05-24,Night,76
2026-09-20,Morning,115
2026-08-11,Afternoon,60
2025-07-11,Night,125
2026-02-04,Morning,75
2025-07-30,Morning,111
2026-01-08,Afternoon,68
2025-09-13,Afternoon,131
2025-07-29,Night,37
2025-04-23,Night,62
2025-12-16,Afternoon,79
2026-04-03,Morning,95
2026-10-04,Afternoon,157
2025-11-03,Night,59
2024-04-20,Afternoon,131
2025-10-05,Night,112
2024-12-12,Afternoon,154
2024-01-30,Morning,63
2024-03-20,Afternoon,62
2025-10-10,Afternoon,96
2026-11-01,Morning,134
2025-07-08,Morning,138
2025-05-03,Afternoon,97
2024-04-07,Morning,198
2026-01-10,Morning,109
2024-03-01,Afternoon,52
2026-07-10,Night,78
2026-06-13,Afternoon,170
2026-12-22,Night,66
2024-11-07,Night,79
2024-06-26,Afternoon,81
2024-11-24,Morning,125
2026-05-26,Night,55
2024-08-27,Morning,184
2026-08-30,Night,90
2024-06-17,Afternoon,72
2024-02-23,Morning,67
2024-08-28,Afternoon,56
2026-04-06,Afternoon,85
2025-10-22,Night,61
2025-01-23,Morning,92
2025-12-20,Night,98
2025-12-11,Morning,131
2025-08-30,Night,35
2025-07-17,Night,78
2024-04-21,Morning,67
2024-10-11,Morning,105
2025-08-01,Night,120
2024-05-28,Night,94
2025-06-05,Morning,123
2024-05-08,Afternoon,103
2026-05-12,Night,60
2024-04-23,Morning,62
2024-04-11,Afternoon,112
2025-11-30,Afternoon,121
2024-08-29,Morning,130
2025-01-20,Night,71
2024-12-10,Morning,139
2024-08-25,Night,42
2026-04-14,Afternoon,93
2026-01-28,Afternoon,67
2024-09-18,Afternoon,101
2026-01-22,Afternoon,80
2026-02-20,Night,51
2025-08-13,Afternoon,168
2025-09-25,Night,71
2026-10-21,Afternoon,71
2025-05-12,Morning,62
2025-02-26,Morning,97
2025-08-13,Night,58
2026-07-05,Afternoon,138
2026-02-16,Afternoon,45
2024-03-23,Afternoon,106
2025-05-18,Afternoon,179
2026-03-21,Afternoon,71
2024-09-02,Afternoon,101
2026-12-19,Night,43
2026-06-04,Morning,86
2026-07-16,Afternoon,79
2024-03-30,Morning,60
2025-09-27,Night,59
2025-08-01,Afternoon,135
2025-11-17,Afternoon,63
2026-07-20,Night,67
2025-01-22,Afternoon,58
2025-08-08,Morning,158
2026-01-14,Afternoon,62
2026-04-05,Morning,179
2026-04-24,Night,40
2025-01-04,Afternoon,70
2026-12-30,Night,60
2024-01-11,Night,70
2025-06-23,Night,70
2025-10-29,Afternoon,65
2024-03-08,Morning,97
2025-05-09,Morning,127
2025-10-15,Night,65
2025-10-27,Night,46
2024-05-10,Night,87
2024-10-31,Morning,123
2024-09-25,Morning,71
2025-12-02,Night,70
2024-12-26,Morning,123
2025-09-18,Afternoon,81
2026-03-12,Morning,137
2026-05-23,Morning,50
2024-07-20,Afternoon,89
2026-09-17,Night,98
2024-06-30,Night,78
2024-01-24,Afternoon,134
2024-02-19,Afternoon,64
2024-08-08,Night,57
2026-08-15,Afternoon,57
2024-08-15,Afternoon,129
2026-01-30,Afternoon,39
2025-04-03,Morning,85
2024-02-13,Morning,66
2025-05-01,Night,45
2024-02-01,Afternoon,152
2025-06-05,Morning,159
2025-09-04,Morning,133
2025-07-25,Night,54
2024-11-05,Afternoon,147
2026-04-20,Afternoon,73
2025-10-16,Morning,53
2024-10-06,Night,47
2025-04-21,Night,97
2024-04-28,Afternoon,87
2026-10-08,Morning,66
2026-04-05,Afternoon,82
2024-11-11,Night,32
2026-01-09,Night,52
2026-01-14,Night,47
2025-10-30,Afternoon,79
2024-02-29,Morning,77
2026-08-20,Afternoon,91
2026-11-13,Night,39
2026-12-03,Morning,112
2026-12-10,Morning,97
2026-10-14,Afternoon,70
2026-03-21,Afternoon,66
2024-03-03,Night,48
2025-05-24,Morning,54
2024-09-25,Morning,100
2024-08-29,Morning,71
2026-06-29,Afternoon,113
2026-06-09,Night,77
2025-07-26,Afternoon,154
2026-03-18,Afternoon,72
2024-05-21,Morning,85
2024-08-31,Afternoon,64
2026-08-01,Night,65
2025-05-09,Night,48
2025-08-22,Morning,106
2025-05-22,Afternoon,106
2024-08-09,Morning,59
2026-06-24,Morning,153
2026-04-11,Morning,67
2026-01-19,Morning,119
2025-01-22,Morning,189
2025-12-05,Night,70
2026-11-10,Morning,95
2025-12-13,Night,81
2025-06-25,Night,49
2024-10-23,Afternoon,46
2025-07-26,Afternoon,140
2025-02-11,Night,35
2025-10-31,Morning,120
2024-02-20,Afternoon,58
2024-07-27,Afternoon,71
2026-05-12,Night,89
2025-02-21,Night,65
2025-04-19,Night,72
2025-08-19,Afternoon,60
2025-04-25,Afternoon,96
2026-04-11,Night,52
2024-09-25,Night,77
2026-04-11,Afternoon,133
2024-08-17,Night,49
2025-02-10,Night,31
2025-10-06,Afternoon,142
2026-08-29,Morning,125
2024-09-11,Morning,100
2025-10-05,Night,88
2024-03-11,Morning,80
2024-03-23,Afternoon,70
2026-04-21,Afternoon,136
2026-02-26,Night,72
2025-02-16,Night,43
2025-11-13,Night,68
2025-02-20,Afternoon,74
2024-10-30,Morning,70
2025-04-17,Afternoon,121
2024-12-07,Morning,143
2026-06-12,Afternoon,64
2025-03-27,Night,47
2024-12-17,Afternoon,112
2025-08-10,Afternoon,131
2026-04-10,Afternoon,75
2024-10-26,Night,86
2026-10-26,Afternoon,94
2025-05-23,Afternoon,115
2025-12-25,Morning,139
2026-11-15,Afternoon,99
2025-04-18,Morning,119
2024-08-07,Afternoon,116
2026-03-30,Night,40
2024-01-08,Morning,85
2025-05-16,Afternoon,87
2026-12-10,Morning,126
2025-03-30,Morning,108
2026-01-19,Morning,73
2025-07-29,Morning,156
2024-08-23,Night,120
2024-12-14,Night,107
2025-07-27,Afternoon,107
2024-04-24,Afternoon,145
2025-03-30,Night,95
2025-03-30,Night,52
2026-07-04,Afternoon,91
2024-05-15,Morning,96
2026-07-12,Afternoon,72
2025-03-25,Night,60
2025-12-14,Morning,73
2025-09-02,Afternoon,163
2024-11-24,Morning,62
2026-10-17,Morning,101
2024-09-03,Afternoon,79
2024-02-09,Morning,113
2026-04-02,Night,98
2025-11-12,Night,53
2026-09-03,Morning,119
2025-05-16,Night,85
2024-01-19,Night,65
2024-01-23,Afternoon,105
2025-04-19,Afternoon,169
2024-09-30,Night,45
2026-10-07,Afternoon,56
2024-05-09,Morning,91
2026-08-23,Morning,149
2024-08-25,Morning,148
2024-05-10,Afternoon,86
2024-10-27,Morning,100
2024-06-06,Afternoon,168
2025-03-15,Afternoon,146
2024-12-28,Night,99
2025-08-02,Afternoon,92
2025-08-11,Night,65
2024-01-02,Night,68
2024-05-16,Morning,75
2024-06-26,Afternoon,73
2024-08-01,Morning,152
2024-04-12,Night,62
2024-12-10,Afternoon,115
2025-08-25,Morning,120
2024-12-04,Morning,67
2024-12-26,Afternoon,115
2025-05-29,Night,51
2025-08-24,Night,66
2024-12-28,Morning,73
2024-08-31,Morning,67
2025-03-24,Afternoon,35
2024-01-27,Afternoon,73
2025-06-23,Morning,133
2026-10-28,Morning,48
2025-03-12,Night,41
2024-04-28,Afternoon,77
2026-02-13,Afternoon,74
2024-05-19,Afternoon,72
2024-07-31,Afternoon,50
2024-06-09,Afternoon,98
2026-08-26,Morning,117
2026-12-11,Morning,132
2025-09-16,Night,62
2025-11-07,Night,57
2025-12-08,Afternoon,74
2025-10-30,Morning,59
2025-08-19,Morning,81
2026-12-17,Morning,155
2026-03-14,Night,98
2024-04-06,Night,51
2025-03-05,Afternoon,113
2026-12-04,Night,90
2025-03-18,Morning,73
2024-08-11,Afternoon,88
2026-08-09,Morning,120
2025-11-13,Morning,185
2025-09-08,Night,60
2025-04-05,Night,66
2024-05-16,Morning,133
2025-02-24,Morning,94
2025-04-24,Afternoon,74
2026-10-17,Morning,85
2024-12-02,Afternoon,95
2024-06-12,Afternoon,128
2025-04-13,Morning,76
2026-12-28,Morning,132
2025-06-12,Morning,79
2025-02-19,Night,44
2025-12-31,Morning,71
2025-12-12,Afternoon,114
2024-11-24,Morning,77
2026-11-26,Afternoon,55
2025-10-11,Morning,126
2024-03-04,Morning,119
2025-03-22,Afternoon,76
2026-10-08,Afternoon,124
2025-03-07,Morning,129
2025-09-14,Morning,107
2025-11-02,Night,72
2026-02-11,Morning,77
2026-08-14,Morning,130
2024-06-12,Afternoon,78
2025-07-20,Morning,173
2025-08-07,Afternoon,167
2024-06-16,Afternoon,116
2026-01-08,Afternoon,63
2024-05-09,Afternoon,110
2025-05-15,Afternoon,77
2024-12-27,Night,98
2024-06-18,Morning,90
2026-06-20,Morning,165
2024-09-24,Afternoon,90
2024-10-06,Morning,191
2026-07-25,Morning,77
2026-08-19,Morning,68
2024-02-07,Afternoon,130
2024-10-31,Morning,169
2026-02-15,Afternoon,112
2026-05-02,Night,61
2026-12-31,Afternoon,96
2025-08-30,Morning,93
2024-01-09,Night,42
2026-08-15,Morning,188
2024-06-25,Night,89
2024-05-12,Afternoon,105
2026-01-08,Morning,138
2025-10-23,Night,72
2024-03-06,Afternoon,101
2024-07-04,Afternoon,134
2025-10-08,Afternoon,69
2024-10-06,Afternoon,66
2026-01-19,Afternoon,70
2025-03-27,Night,36
2025-10-06,Morning,104
2025-06-04,Afternoon,137
2025-02-04,Afternoon,81
2025-01-10,Afternoon,122
2026-02-03,Afternoon,76
2025-07-17,Morning,55
2025-10-13,Night,88
2025-09-24,Morning,83
2024-08-15,Morning,98
2026-09-27,Afternoon,142
2025-09-09,Morning,126
2026-02-25,Morning,108
2026-08-24,Morning,120
2026-10-10,Afternoon,43
2025-12-31,Night,79
2026-05-12,Afternoon,93
2025-06-01,Morning,87
2026-03-19,Night,63
2024-12-18,Morning,126
2026-02-19,Night,51
2024-04-04,Afternoon,76
2026-09-29,Morning,55
2024-09-25,Afternoon,56
2025-12-20,Morning,162
2024-01-13,Night,49
2024-06-19,Morning,59
2026-12-17,Night,41
2026-07-02,Night,69
2024-08-31,Night,89
2024-05-23,Night,46
2026-06-12,Morning,143
2026-12-21,Afternoon,61
2024-07-03,Night,59
2025-12-28,Morning,89
2024-11-06,Morning,80
2026-03-26,Morning,55
2025-04-03,Morning,77
2024-05-17,Night,65
2024-12-21,Afternoon,89
2025-08-13,Afternoon,116
2026-05-24,Night,120
2024-01-24,Morning,67
2026-11-15,Night,63
2025-12-12,Morning,248
2026-08-17,Morning,51
2026-10-16,Morning,153
2024-06-17,Morning,138
2024-04-12,Afternoon,79
2026-05-01,Afternoon,57
2024-07-24,Morning,156
2024-06-11,Morning,84
2025-05-28,Afternoon,120
2026-09-28,Morning,88
2026-05-21,Night,71
2025-07-21,Night,61
2024-08-03,Afternoon,132
2025-01-03,Afternoon,66
2026-01-24,Afternoon,63
2024-06-21,Afternoon,200
2025-07-28,Night,64
2024-01-13,Night,41
2024-12-22,Afternoon,95
2024-09-28,Afternoon,75
2026-01-16,Night,55
2026-09-28,Morning,147
2024-06-09,Afternoon,111
2026-05-23,Afternoon,63
2025-12-19,Afternoon,175
2026-11-28,Morning,88
2026-09-26,Morning,90
2024-04-20,Morning,119
2026-03-25,Afternoon,98
2025-10-11,Night,58
2024-05-03,Night,34
2024-10-08,Morning,80
2026-10-12,Morning,76
2025-08-18,Night,59
2025-01-05,Afternoon,81
2024-12-17,Afternoon,50
2026-07-07,Morning,110
2024-11-06,Morning,78
2024-06-23,Night,98
2025-09-20,Afternoon,93
2026-12-23,Morning,82
2024-07-19,Night,39
2024-10-06,Afternoon,131
2025-05-29,Night,76
2024-08-06,Afternoon,175
2025-12-14,Afternoon,84
2024-10-04,Night,60
2024-05-20,Night,68
2024-10-13,Night,62
2026-10-16,Night,54
2026-10-21,Afternoon,98
2025-07-08,Morning,146
2025-03-14,Morning,141
2026-06-17,Night,102
2024-07-31,Morning,86
2025-12-17,Night,58
2026-01-15,Night,48
2026-02-17,Night,66
2024-08-26,Night,49
2026-02-23,Afternoon,39
2025-11-01,Afternoon,104
2026-08-17,Night,96
2024-07-10,Morning,224
2025-11-03,Morning,80
2026-06-28,Night,61
2024-10-31,Afternoon,144
2026-03-26,Afternoon,70
2024-04-19,Morning,58
2026-02-26,Afternoon,68
2025-10-26,Night,63
2024-07-30,Afternoon,132
2024-03-13,Afternoon,68
2026-03-28,Afternoon,158
2024-09-21,Night,47
2025-06-29,Night,83
2024-03-07,Afternoon,65
2026-11-21,Afternoon,93
2025-08-24,Morning,134
2026-10-18,Afternoon,77
2024-06-24,Morning,108
2024-08-13,Afternoon,191
2025-10-31,Afternoon,93
2025-10-24,Morning,108
2026-05-16,Morning,108
2026-10-14,Morning,98
2026-06-19,Morning,97
2024-06-02,Afternoon,153
2024-12-05,Morning,78
2026-09-28,Morning,41
2025-08-24,Night,77
2026-08-08,Morning,96
2025-09-09,Night,47
2024-02-24,Afternoon,83
2025-06-02,Afternoon,47
2026-06-22,Afternoon,194
2025-12-19,Morning,122
2024-05-25,Night,78
2024-08-18,Night,95
2026-07-25,Morning,159
2026-12-09,Night,97
2026-04-05,Afternoon,72
2024-04-17,Night,30
2025-11-09,Night,98
2026-06-27,Morning,156
2025-12-02,Night,69
2025-10-13,Night,47
2025-05-27,Afternoon,79
2024-09-25,Morning,127
2024-11-03,Night,46
2026-03-28,Afternoon,90
2024-03-17,Morning,87
2024-04-02,Night,42
2025-03-10,Afternoon,110
2026-04-28,Night,47
2025-12-21,Afternoon,96
2025-10-08,Morning,75
2025-08-08,Night,84
2024-05-01,Afternoon,128
2024-12-29,Afternoon,155
2024-03-28,Afternoon,68
2026-04-10,Morning,148
2026-04-02,Afternoon,146
2024-10-09,Afternoon,94
2024-11-17,Night,53
2024-12-13,Night,95
2026-09-01,Night,32
2025-06-19,Morning,75
2026-04-15,Afternoon,81
2025-05-06,Morning,83
2026-02-04,Night,61
2025-08-02,Afternoon,111
2024-11-01,Night,42
2026-08-18,Morning,92
2026-02-16,Morning,79
2026-04-23,Night,73
2026-11-05,Afternoon,59
2024-09-29,Night,74
2024-04-10,Night,41
2025-09-30,Afternoon,60
2024-12-23,Afternoon,97
2025-04-22,Afternoon,55
2024-09-14,Night,58
2025-03-12,Night,38
2025-03-07,Morning,110
2025-01-19,Afternoon,93
2026-03-24,Morning,92
2025-10-11,Afternoon,99
2025-06-03,Night,43
2024-05-03,Night,62
2025-09-17,Afternoon,46
2024-07-10,Morning,138
2024-12-10,Morning,256
2025-03-30,Morning,77
2024-06-03,Morning,111
2025-03-02,Night,68
2024-10-19,Afternoon,67
2026-07-20,Morning,99
2026-07-31,Afternoon,140
2024-01-06,Morning,73
2025-10-22,Morning,74
2025-12-03,Night,98
2025-02-18,Morning,92
2025-05-29,Afternoon,114
2026-05-15,Afternoon,51
2025-02-18,Morning,124
2024-03-11,Morning,95
2025-02-12,Morning,78
2024-10-05,Morning,81
2025-02-23,Night,66
2024-09-09,Afternoon,64
2024-06-13,Afternoon,57
2026-12-15,Morning,64
2024-05-21,Night,88
2026-02-12,Morning,82
2026-02-25,Night,48
2025-11-08,Morning,79
2026-09-25,Night,41
2024-01-06,Morning,85
2024-11-26,Morning,108
2024-07-21,Afternoon,114
2025-09-24,Morning,63
2025-11-27,Night,55
2026-09-11,Afternoon,66
2025-02-20,Afternoon,67
2024-09-15,Morning,190
