date,shift,scheduled_arrivals,scheduled_departures,international_flights,domestic_flights,wide_body_count,narrow_body_count,expected_passengers,cargo_tonnage,mail_tonnage,dangerous_goods_tonnage,weather_severity_index,wind_speed,visibility_km,rainfall_mm,equipment_utilization_rate,equipment_breakdown_count,active_gates,occupied_gates,staff_absenteeism_rate,delay_minutes,workload_index,required_ground_crew_count
2025-09-18,Night,56,38,19,75,2,94,12943,35.34,16.23,1.64,0.9,10.4,18.54,4.9,67.21,2,86,50,1.9,17.3,23.98,98
2024-06-12,Night,44,40,17,67,6,80,12332,43.64,16.94,0.61,2.54,29.1,16.19,16.7,55.51,3,64,24,4.78,25.1,26.06,117
2025-04-08,Night,46,49,20,75,3,93,13149,43.97,15.63,1.53,1.61,13.1,16.23,12.3,61.65,2,61,31,1.65,32.4,26.43,106
2026-02-21,Night,34,40,15,59,5,73,13851,47.69,11.4,1.87,0.96,29.3,18.62,0.0,55.25,0,102,45,3.11,2.8,19.99,99
2025-09-06,Morning,70,61,48,83,13,122,17068,127.61,14.43,1.61,2.73,21.8,16.58,10.7,75.01,1,85,66,1.41,50.1,42.61,168
2025-01-13,Afternoon,53,30,19,64,3,83,16940,53.08,25.44,0.01,5.64,32.5,9.68,51.7,67.36,2,83,36,2.92,27.8,36.04,129
2025-01-10,Morning,74,71,55,90,25,122,35000,152.28,22.72,1.87,0.22,1.8,17.53,2.4,82.77,2,46,36,1.03,53.5,60.52,216
2024-03-06,Night,56,57,32,81,10,103,15541,78.17,13.77,0.68,1.36,16.0,17.73,0.0,69.2,0,56,32,6.2,11.1,31.16,132
2024-11-12,Afternoon,62,45,38,69,12,98,15242,104.04,5.79,1.82,2.89,11.4,15.75,1.2,65.18,1,78,49,2.7,25.5,35.08,139
2026-01-03,Morning,47,46,23,70,5,85,14754,85.87,9.62,0.6,5.45,32.0,11.27,48.4,66.26,2,45,24,4.15,60.3,37.56,139
2024-09-21,Night,35,35,18,52,7,63,11892,95.83,12.08,14.0,2.69,18.1,16.74,11.5,52.55,0,82,39,3.02,16.8,23.2,115
2026-12-24,Night,75,70,54,91,23,126,31380,200.65,16.53,0.87,5.7,23.0,9.95,61.6,84.9,0,47,44,6.86,100.1,68.9,234
2024-03-31,Night,20,30,10,40,4,42,7378,57.91,5.48,1.71,0.82,15.5,18.15,0.6,54.88,2,84,31,5.24,11.6,11.23,82
2025-10-07,Morning,72,63,60,75,18,118,26887,222.98,20.39,19.55,0.04,17.7,18.96,1.1,86.3,2,67,56,1.81,35.8,53.27,215
2025-06-28,Morning,76,59,55,80,10,128,25224,163.61,13.3,1.58,0.74,18.2,18.66,3.4,83.97,0,74,49,3.55,19.9,48.04,177
2026-07-02,Morning,51,61,34,78,12,99,20585,114.08,14.66,1.59,0.72,8.6,17.08,3.7,73.65,1,70,35,2.07,16.9,37.54,150
2026-08-30,Afternoon,67,77,58,86,13,129,28569,161.76,24.38,1.13,1.3,18.3,18.04,4.4,81.22,1,65,60,5.56,163.6,57.85,205
2025-08-18,Afternoon,50,68,38,80,11,102,15832,94.46,12.17,1.09,4.76,21.3,12.86,2.6,79.58,1,100,75,2.43,118.4,42.68,158
2025-11-21,Morning,52,54,30,76,5,106,15939,54.41,10.81,15.15,0.56,18.1,18.73,1.7,79.17,1,72,45,6.08,9.7,28.44,142
2026-02-05,Night,34,33,13,54,2,67,12936,41.5,10.11,0.01,0.74,18.9,18.09,4.5,54.49,0,72,30,1.78,3.9,17.11,82
2025-07-24,Morning,120,120,96,144,32,180,35000,366.58,37.1,1.74,1.71,10.7,16.98,5.4,87.68,2,83,75,1.26,131.8,92.59,293
2024-07-21,Afternoon,65,93,62,96,23,140,33085,196.61,14.25,0.56,0.37,6.3,17.95,0.7,74.12,13,98,73,6.05,137.9,74.37,258
2025-04-14,Night,44,43,23,64,5,84,13551,42.21,9.96,2.0,1.55,12.7,18.26,2.8,66.68,2,81,42,3.53,10.5,24.74,109
2024-09-21,Afternoon,57,70,46,81,14,109,31873,136.52,24.88,0.78,2.13,20.5,18.02,3.4,83.45,0,81,59,2.32,52.4,55.26,185
2025-05-23,Morning,78,84,62,100,20,139,28080,184.32,19.87,1.85,5.53,28.6,16.28,5.0,80.76,0,85,59,5.48,79.4,67.12,225
2025-11-05,Morning,44,39,17,66,6,81,9222,39.97,12.35,1.02,2.17,31.1,17.25,2.6,56.41,1,115,54,1.87,10.3,19.88,102
2024-08-17,Morning,64,48,36,76,13,103,17857,138.9,14.7,1.11,1.73,23.3,14.9,1.5,81.06,0,82,46,2.43,8.7,36.91,152
2024-09-30,Afternoon,38,28,13,53,2,66,7009,34.41,11.63,0.94,0.77,8.6,18.57,3.2,55.86,0,101,42,4.58,7.1,10.76,79
2026-06-20,Afternoon,61,75,40,96,7,126,16567,118.59,13.98,0.37,0.59,23.9,17.56,0.0,83.19,2,59,50,3.54,84.1,40.09,157
2025-02-17,Morning,51,57,31,77,10,101,16164,184.36,20.93,9.98,2.65,25.5,15.39,12.7,78.82,0,70,36,6.25,10.2,38.47,165
2024-08-05,Night,42,18,12,48,3,55,11293,31.27,6.11,0.39,2.69,11.6,17.34,0.8,67.56,0,87,35,2.68,25.5,17.84,89
2026-02-20,Afternoon,52,68,35,85,10,108,20379,106.08,22.47,0.11,2.49,29.0,17.98,2.8,74.7,5,109,77,4.66,53.0,45.85,168
2026-02-24,Night,36,28,13,51,2,60,8675,23.53,9.81,0.72,2.31,22.7,17.97,1.3,57.1,0,82,38,4.22,10.4,14.53,83
2026-06-24,Afternoon,56,51,33,74,10,92,19061,121.04,13.92,1.97,2.72,18.3,18.08,0.0,65.78,0,78,43,1.41,19.7,38.45,142
2026-04-12,Night,35,36,14,57,4,62,14369,40.59,7.63,0.96,1.03,19.3,14.75,0.8,64.54,0,77,38,1.67,1.5,19.72,92
2026-12-23,Morning,84,95,63,116,14,170,31504,139.75,19.02,0.19,9.12,62.2,13.74,2.1,92.73,0,81,73,4.95,300.0,82.88,254
2025-09-22,Morning,34,51,22,63,8,80,17726,58.77,8.13,1.43,0.79,9.0,18.54,3.8,67.87,2,72,43,1.59,22.2,28.17,125
2024-11-10,Night,37,43,18,62,4,78,15500,52.7,11.74,0.8,2.95,14.2,14.8,20.7,65.88,9,82,44,2.77,89.0,36.1,131
2026-08-03,Night,52,49,30,71,7,90,15130,87.14,12.59,0.52,2.65,15.3,17.1,6.9,72.32,1,81,48,4.3,18.1,32.44,128
2024-10-17,Afternoon,61,58,38,81,9,114,22832,105.98,11.68,10.06,8.19,39.2,6.39,78.0,77.46,6,69,50,4.21,151.0,61.82,208
2024-11-14,Morning,67,58,44,81,8,115,15801,124.15,15.01,14.09,9.1,43.0,3.37,90.6,71.64,0,70,35,3.44,214.6,54.75,194
2026-06-27,Morning,82,89,56,115,9,162,29868,74.78,28.99,1.58,2.2,30.0,17.68,0.1,94.54,2,56,43,4.06,53.5,60.07,204
2026-08-24,Night,32,45,22,55,6,68,10873,54.77,7.76,1.64,0.16,19.5,17.59,2.3,58.5,0,70,25,3.57,0.3,16.32,93
2025-01-06,Night,56,40,19,77,8,92,14532,109.57,20.98,0.29,0.36,14.0,18.54,0.6,76.21,1,88,58,5.69,18.0,27.7,126
2026-03-10,Morning,45,55,31,69,6,93,21002,84.56,12.77,0.86,1.74,13.6,17.61,4.3,78.43,0,81,38,14.59,10.1,35.31,160
2026-10-07,Morning,53,48,28,73,9,94,18906,68.04,6.08,1.61,2.09,17.8,18.32,1.0,76.21,2,70,44,3.21,19.2,35.11,144
2026-05-25,Afternoon,77,76,69,84,21,128,27641,166.88,29.05,1.26,0.02,6.6,18.68,0.0,86.02,0,54,42,2.62,55.5,53.27,200
2024-01-06,Afternoon,45,42,22,65,7,83,17616,86.18,9.22,1.5,0.3,26.4,18.36,0.0,64.61,0,77,36,6.04,1.6,26.72,125
2025-12-29,Afternoon,63,52,39,76,11,106,21642,107.58,9.66,18.18,2.51,19.0,14.66,10.3,79.0,2,41,29,1.38,43.7,43.61,177
2024-07-05,Afternoon,49,64,26,87,8,104,18282,85.66,8.94,24.77,0.54,5.2,17.63,3.7,71.77,0,51,31,3.31,1.7,32.54,155
2026-07-16,Night,68,84,64,88,26,128,25050,160.95,12.64,0.25,1.23,25.3,17.11,14.5,84.0,1,71,57,5.52,91.5,54.08,217
2024-03-14,Morning,96,97,80,113,21,169,35000,301.24,18.16,22.25,5.16,26.0,10.68,47.2,75.91,2,71,64,2.64,196.7,88.8,285
2026-12-24,Afternoon,54,51,23,82,5,104,15226,45.19,19.26,1.94,2.94,36.4,17.93,1.2,79.43,0,80,40,14.82,33.0,31.25,152
2024-07-13,Afternoon,65,87,53,99,20,134,25022,175.77,8.62,1.38,1.68,29.2,17.46,0.6,88.12,0,79,65,6.25,74.2,54.42,211
2025-04-05,Afternoon,57,45,28,74,10,90,19516,93.05,10.2,1.92,0.74,5.5,18.36,4.4,71.3,1,71,51,1.47,38.6,34.13,138
2024-09-13,Night,34,35,18,51,5,69,12520,60.15,23.56,0.5,0.89,11.5,17.73,2.7,60.7,0,67,35,1.13,1.3,18.2,90
2026-06-11,Afternoon,63,68,44,87,14,114,24148,131.46,17.08,0.62,2.67,21.5,18.1,1.2,78.6,2,80,56,2.62,56.0,50.76,183
2025-03-07,Afternoon,51,64,30,85,9,110,17638,149.0,13.23,0.17,0.96,44.0,18.69,0.9,64.62,1,79,48,1.14,14.3,37.22,143
2026-03-27,Morning,34,42,16,60,5,66,12241,53.78,9.77,0.76,1.06,8.4,18.44,2.1,64.99,0,84,42,1.69,5.6,19.28,97
2024-03-14,Afternoon,64,56,42,78,13,108,22776,136.12,22.98,0.03,1.53,15.8,18.11,0.7,83.63,2,92,67,4.4,64.8,45.65,173
2025-05-11,Morning,67,53,39,81,16,109,25836,124.94,9.45,1.49,2.89,36.5,15.52,11.5,90.95,15,84,63,1.43,296.7,66.5,236
2026-09-25,Morning,60,74,51,83,15,124,24114,141.45,25.96,15.36,0.43,30.6,18.24,0.0,81.73,1,76,62,2.93,97.0,47.53,197
2026-10-12,Afternoon,51,41,18,74,6,81,15586,54.51,19.31,16.29,1.35,6.2,16.4,0.7,66.54,1,70,44,6.2,11.5,27.09,135
2024-08-16,Afternoon,62,49,42,69,9,97,17771,98.39,12.1,0.81,2.09,9.4,15.39,21.0,80.2,0,75,49,2.02,20.1,35.6,144
2025-03-08,Night,51,47,27,71,10,91,17387,99.41,10.84,0.51,2.68,17.9,18.19,0.8,76.33,1,72,47,20.0,14.7,34.74,167
2025-03-24,Afternoon,50,51,30,71,12,93,14783,95.5,22.3,0.57,1.85,27.1,16.88,12.7,74.82,1,89,52,3.01,7.9,30.77,139
2025-09-11,Night,54,50,34,70,10,96,15225,84.77,23.18,0.69,0.67,6.3,19.07,0.0,65.03,0,57,28,2.08,7.2,28.15,118
2025-08-11,Morning,64,77,58,83,19,121,30610,190.75,13.98,0.6,0.79,7.7,15.71,4.1,96.91,1,100,87,3.98,75.8,57.96,215
2024-04-26,Afternoon,47,47,29,65,11,79,15059,102.34,7.21,0.51,0.23,31.6,16.72,20.1,74.85,0,80,40,1.92,1.4,26.07,129
2026-04-15,Night,39,52,21,70,7,79,16189,59.84,16.76,0.07,2.06,27.5,15.0,9.5,65.77,0,101,47,3.6,6.3,28.16,112
2024-09-04,Afternoon,24,40,13,51,3,57,10227,25.55,3.84,1.45,0.76,13.4,17.65,4.2,55.31,1,80,34,5.76,7.7,14.02,91
2024-12-11,Night,77,77,61,93,32,117,31432,196.64,22.42,0.2,2.49,24.0,17.42,3.3,93.65,0,30,22,5.3,78.4,63.86,237
2026-07-10,Afternoon,54,57,39,72,15,95,17836,129.56,8.92,1.01,2.36,12.9,17.42,0.3,81.77,0,71,45,2.06,26.7,37.82,153
2026-01-25,Morning,87,78,67,98,17,148,31759,130.62,18.14,0.82,1.9,14.2,13.6,2.1,93.57,0,81,73,2.6,88.7,62.07,213
2025-03-10,Afternoon,43,42,17,68,3,84,17688,78.28,9.01,0.84,0.56,10.3,18.12,2.4,68.41,0,78,41,5.51,2.1,26.55,112
2026-09-27,Morning,48,43,31,60,12,80,14700,84.06,14.71,1.45,0.49,13.4,18.91,1.7,57.63,0,59,40,1.07,22.4,25.21,124
2025-03-07,Morning,60,40,26,74,9,89,16666,86.1,12.79,0.61,0.63,15.7,16.5,0.0,65.72,0,62,37,6.09,5.9,28.84,136
2025-09-11,Morning,76,75,62,89,20,126,28267,224.75,17.12,1.6,2.05,17.3,17.15,11.8,91.7,2,67,46,6.31,50.4,61.76,227
2024-09-26,Morning,63,50,27,86,12,103,16904,151.38,14.8,0.85,1.26,11.1,16.6,10.8,64.65,0,85,48,3.52,18.0,36.05,145
2024-07-19,Morning,68,62,52,78,17,110,24687,148.76,28.84,2.0,0.42,22.0,18.65,2.5,72.18,0,89,66,2.03,19.9,45.27,181
2025-06-22,Night,38,42,22,58,7,77,15350,48.57,8.1,0.0,1.65,23.1,18.53,1.3,66.8,0,72,43,2.49,4.8,23.98,111
2025-09-09,Morning,51,39,22,68,10,76,16819,102.35,15.09,13.46,2.03,14.0,18.27,0.0,62.94,0,71,41,3.55,7.5,30.65,143
2026-06-02,Night,39,39,22,56,7,75,12842,79.52,7.56,0.38,1.14,14.4,17.6,1.8,74.74,1,54,26,4.09,5.3,22.47,111
2025-03-04,Afternoon,35,40,18,57,9,65,10512,74.31,8.56,1.7,1.3,13.7,18.41,3.6,50.16,2,66,25,1.87,25.6,20.92,104
2026-09-08,Morning,40,36,20,56,10,66,17796,64.48,7.25,0.35,1.05,19.0,18.47,3.6,62.36,0,74,37,3.26,3.5,25.31,124
2025-10-27,Morning,41,48,22,67,5,85,17800,51.16,11.52,0.3,1.47,10.6,17.17,5.6,77.16,2,51,24,3.74,19.8,29.85,126
2024-03-17,Night,41,50,21,70,8,86,20354,67.18,13.85,0.21,0.69,7.5,17.41,14.6,69.74,1,77,58,4.88,38.0,31.62,130
2026-03-21,Afternoon,69,76,64,81,19,122,22692,212.34,13.12,0.16,1.12,9.0,15.94,0.0,80.99,0,95,75,1.95,78.1,51.61,188
2025-09-22,Night,43,45,24,64,6,77,17308,55.46,11.82,0.89,2.88,13.8,13.98,16.7,58.68,1,86,36,2.8,14.0,31.09,117
2025-03-02,Morning,69,88,51,106,13,148,35000,167.56,21.12,0.1,2.97,26.1,16.62,12.6,81.75,1,53,49,6.27,77.1,68.29,223
2025-05-27,Afternoon,59,67,44,82,16,115,20394,141.75,16.98,0.74,1.21,13.7,16.6,0.3,81.86,1,61,42,2.95,40.7,42.67,168
2024-11-26,Night,34,35,17,52,7,60,11607,45.67,5.76,1.76,0.07,4.1,16.95,4.7,62.95,2,89,37,5.92,19.2,17.07,100
2025-11-04,Night,67,53,45,75,12,105,19731,137.81,21.61,1.44,0.65,6.3,18.82,1.4,72.47,0,82,56,2.75,36.1,38.73,146
2025-09-13,Morning,43,43,29,57,11,74,18833,107.5,10.04,0.27,0.77,9.7,17.29,3.8,68.96,2,75,32,3.08,33.0,32.03,137
2025-05-05,Night,32,36,16,52,4,65,12979,32.66,7.91,1.41,0.65,7.1,17.16,6.5,69.09,1,59,14,2.15,27.6,18.07,83
2024-11-08,Morning,60,59,35,84,13,107,18231,107.84,13.08,0.88,0.12,7.6,18.62,0.6,73.19,1,82,49,14.5,7.0,34.81,170
2025-03-12,Night,47,29,17,59,5,66,11928,34.81,6.69,1.82,0.34,16.2,17.15,3.7,55.79,0,62,29,6.05,5.8,16.69,94
2025-06-29,Afternoon,52,51,35,68,15,85,18552,130.27,15.1,0.51,8.21,52.7,5.88,86.1,81.11,1,47,29,5.13,114.1,50.86,188
2025-06-01,Afternoon,78,62,47,93,14,126,26133,141.45,18.16,1.58,4.16,42.7,16.64,2.9,85.16,2,79,63,5.57,165.2,59.98,214
2024-12-04,Morning,79,71,57,93,12,136,23226,168.99,24.22,1.67,0.63,16.9,18.01,2.4,81.23,1,111,75,1.65,42.4,50.13,179
2025-09-29,Night,37,45,18,64,2,78,12105,30.36,13.81,1.94,2.82,12.7,14.35,28.1,70.1,1,92,43,20.0,47.9,24.14,135
2024-09-05,Morning,69,74,51,92,20,128,23143,202.29,15.63,1.89,0.25,4.7,19.34,0.0,91.7,7,81,58,2.75,112.5,56.16,209
2025-07-03,Afternoon,100,89,73,116,18,171,35000,220.85,31.25,0.81,1.42,6.7,17.84,8.0,88.15,0,81,77,6.21,115.5,73.72,242
2024-05-13,Afternoon,56,59,37,78,8,111,16083,101.35,12.07,1.75,2.72,28.3,15.49,18.1,74.2,1,72,44,4.82,27.5,36.95,149
2025-06-01,Afternoon,75,67,51,91,12,129,28594,162.54,25.85,6.21,1.53,24.4,17.1,10.9,77.71,0,65,53,4.36,82.1,55.45,199
2026-05-09,Afternoon,40,32,14,58,4,65,10894,51.98,12.8,1.39,0.29,9.3,19.35,0.0,64.3,13,67,24,1.92,136.9,29.31,124
2026-06-15,Afternoon,58,50,38,70,16,87,15504,115.06,10.15,0.53,8.52,42.5,14.48,3.6,66.94,2,104,60,3.1,194.0,51.06,183
2026-01-31,Afternoon,77,63,57,83,18,127,33207,131.39,23.78,0.29,0.33,12.9,19.15,0.0,75.75,0,52,51,2.05,113.6,56.59,198
2026-03-28,Afternoon,43,46,24,65,3,89,16047,58.65,10.63,0.03,2.06,17.9,17.08,1.2,55.05,0,74,46,11.59,19.2,27.87,127
2024-03-13,Afternoon,65,69,54,80,19,113,21193,180.57,12.72,1.46,0.09,11.1,17.13,18.5,88.25,2,80,56,1.7,29.6,45.29,180
2025-01-09,Afternoon,53,40,27,66,11,82,17965,55.52,13.16,0.79,2.26,23.2,18.24,1.9,68.78,1,81,41,2.96,22.0,31.65,135
2025-12-18,Night,66,43,36,73,11,102,20332,71.03,7.53,1.51,8.9,41.7,14.44,3.9,64.24,2,72,41,5.29,106.2,52.85,172
2026-05-27,Afternoon,37,30,15,52,2,63,10625,36.04,7.46,0.23,1.71,11.1,17.54,2.0,57.41,2,85,32,1.95,10.4,18.18,86
2025-09-30,Morning,59,55,39,75,12,101,22384,116.99,17.27,0.71,1.56,17.5,16.67,5.8,73.69,2,99,67,3.33,35.2,42.67,166
2026-07-24,Afternoon,59,62,35,86,9,109,20908,104.72,12.94,1.56,0.39,10.2,17.15,2.5,82.08,0,97,56,5.08,2.2,37.28,150
2024-10-26,Morning,48,41,22,67,8,80,15045,52.32,9.14,1.97,0.41,19.3,18.2,4.8,59.34,1,109,58,2.62,11.2,24.12,119
2024-06-17,Morning,53,51,24,80,16,88,20285,154.7,11.81,1.89,7.61,51.7,6.93,77.6,82.78,0,80,47,7.14,198.5,53.76,206
2024-04-04,Night,46,41,18,69,8,80,15648,68.12,14.53,0.77,2.67,31.0,16.29,13.1,69.13,4,66,32,13.48,23.9,32.18,149
2025-09-30,Afternoon,65,59,48,76,12,115,20661,118.2,13.3,0.98,0.88,12.5,18.78,0.0,80.14,1,101,67,3.22,10.9,40.17,159
2025-12-30,Afternoon,62,62,44,80,10,109,23037,117.12,15.95,0.59,0.57,6.5,17.62,10.7,80.43,13,84,56,1.96,120.4,54.28,191
2024-11-08,Night,37,29,13,53,2,64,8416,41.38,9.96,24.0,1.85,20.0,15.94,20.1,56.14,0,57,21,6.28,18.2,14.79,110
2026-05-08,Morning,51,33,17,67,3,83,15541,45.81,11.56,0.17,2.03,14.5,16.59,6.5,78.08,2,104,47,2.7,31.4,27.71,115
2026-03-21,Morning,81,69,48,102,20,131,34947,168.46,13.46,10.8,5.05,32.1,12.96,34.1,85.61,1,72,57,6.55,137.5,72.21,250
2025-01-29,Morning,44,33,15,62,4,72,9745,28.75,14.22,1.66,0.67,11.1,18.89,2.5,63.0,1,60,24,1.77,6.2,15.85,92
2024-09-18,Morning,71,64,45,90,15,119,25334,98.58,13.7,0.58,1.91,15.5,18.2,0.0,81.88,0,80,60,1.84,44.8,47.73,174
2026-03-24,Afternoon,83,85,46,122,12,152,30771,165.78,14.85,1.06,0.51,17.8,18.32,2.7,87.07,5,64,58,4.57,91.1,64.95,212
2026-01-05,Night,33,31,16,48,3,59,8983,31.01,9.66,0.16,2.15,51.7,14.61,31.8,71.42,5,79,29,2.29,53.7,19.99,107
2024-07-06,Afternoon,79,68,56,91,26,123,30794,169.77,23.26,0.21,2.79,23.8,16.94,7.1,76.63,1,93,78,2.89,171.1,63.99,228
2024-10-06,Morning,43,40,22,61,4,75,14777,36.73,13.98,20.62,1.02,27.2,16.73,3.2,64.46,0,70,35,2.6,2.5,22.14,125
2025-06-16,Afternoon,54,57,37,74,12,103,20468,81.17,14.43,1.7,1.45,29.1,18.35,0.0,70.59,2,67,37,4.76,24.6,38.03,159
2025-07-14,Morning,85,73,60,98,20,136,24367,167.16,17.48,0.39,1.18,33.8,15.8,15.9,87.5,0,77,52,4.59,41.3,52.81,209
2024-06-30,Afternoon,65,61,44,82,12,114,20121,206.07,17.1,1.57,1.67,26.5,17.1,3.8,87.34,2,68,49,2.61,69.2,47.82,178
2026-11-05,Afternoon,67,59,43,83,17,114,25197,201.69,11.76,0.02,2.02,17.4,17.77,4.3,88.43,0,50,34,5.02,34.7,50.97,185
2025-03-01,Morning,49,59,39,69,7,101,17975,93.64,18.89,24.08,2.17,31.3,17.41,2.3,69.22,0,60,41,4.79,30.8,35.4,165
2025-02-21,Night,80,97,63,114,25,157,35000,181.27,23.85,1.24,2.73,18.2,15.69,19.0,92.63,2,88,84,2.22,114.3,73.75,243
2024-03-07,Night,32,36,17,51,3,65,9991,47.65,8.57,1.6,2.68,10.8,14.51,20.7,60.5,2,73,34,4.67,35.9,20.66,100
2026-08-17,Morning,68,66,42,92,7,128,20573,122.29,30.81,1.38,2.11,28.5,17.85,2.7,67.85,2,86,64,3.47,51.7,46.11,168
2024-09-14,Afternoon,45,35,16,64,3,75,16098,40.39,13.47,1.65,1.54,13.3,17.7,1.5,61.8,0,70,33,1.23,6.9,24.16,98
2026-12-17,Afternoon,96,94,64,126,15,177,29669,113.3,15.84,0.33,1.33,18.4,16.23,0.0,92.28,0,91,68,2.06,189.4,64.7,209
2025-06-27,Morning,79,88,52,115,20,151,28080,158.3,24.03,0.96,8.53,45.1,14.73,1.4,83.23,0,65,58,7.28,300.0,77.06,254
2026-08-16,Morning,53,56,34,75,11,98,20811,115.65,17.85,1.99,9.92,43.9,14.67,0.3,62.31,0,54,40,4.93,135.7,56.36,188
2024-07-15,Afternoon,60,62,35,87,7,120,20263,58.85,16.38,1.79,4.82,36.5,13.82,20.5,73.48,0,81,53,4.16,38.6,43.73,163
2024-06-30,Night,74,71,55,90,13,136,18388,122.95,15.79,1.7,5.19,31.7,11.96,35.3,88.38,0,80,56,1.78,100.2,51.12,176
2026-05-28,Afternoon,83,86,76,93,20,149,33971,251.25,30.03,1.98,5.79,37.3,12.64,35.1,91.31,0,88,84,2.67,142.7,79.37,250
2026-06-17,Afternoon,50,52,27,75,7,92,14437,78.68,14.89,0.54,2.47,30.5,15.16,4.6,69.21,2,82,42,3.7,22.3,32.1,133
2025-08-18,Afternoon,50,56,33,73,8,93,22597,82.49,10.89,0.34,1.88,14.4,16.86,11.9,87.9,0,70,50,1.28,30.5,38.59,148
2024-02-05,Afternoon,78,62,57,83,11,125,26603,108.08,13.32,1.63,2.63,13.5,16.82,9.9,80.52,0,42,33,1.39,56.6,51.99,176
2026-10-31,Morning,56,72,46,82,13,116,30154,94.46,19.17,6.35,2.8,19.6,17.4,1.5,84.54,2,64,51,2.13,42.9,54.42,193
2025-03-07,Morning,77,86,64,99,18,145,31372,271.27,27.76,1.19,0.08,5.4,18.43,1.4,82.22,0,90,81,1.38,59.8,64.11,213
2026-10-22,Night,39,52,18,73,8,82,10553,81.88,12.45,0.2,0.08,21.1,18.66,4.4,62.51,1,89,46,1.01,2.7,20.6,97
2026-08-12,Night,36,34,16,54,1,65,8915,40.57,10.91,18.45,1.64,17.3,16.16,0.0,59.44,1,69,22,1.25,34.2,16.74,97
2026-07-22,Night,32,34,16,50,4,60,11163,49.87,8.23,0.27,0.45,4.9,18.51,3.1,61.28,2,89,32,4.98,8.0,16.77,92
2026-01-24,Morning,40,43,26,57,6,82,16831,64.79,17.48,23.05,2.3,17.0,17.62,1.1,64.76,1,104,52,1.57,20.1,29.18,142
2026-01-07,Afternoon,63,42,29,76,10,97,17535,71.94,14.82,0.16,2.23,21.5,11.33,22.7,74.57,2,118,73,6.33,29.1,35.11,150
2025-08-06,Afternoon,80,80,69,91,27,138,31136,199.5,23.34,1.49,0.85,15.5,18.99,0.0,84.22,1,102,87,6.13,63.4,62.2,237
2024-01-28,Morning,72,69,48,93,7,137,30629,101.0,20.65,1.8,1.74,22.9,17.99,0.0,79.29,1,64,60,2.79,85.4,55.62,186
2025-03-01,Morning,60,53,39,74,9,105,23396,96.0,16.42,0.06,5.24,28.0,11.82,46.1,67.22,2,83,73,2.43,107.2,50.96,175
2026-03-11,Night,47,37,18,66,8,80,14791,54.88,13.84,0.18,1.35,15.9,18.18,2.8,56.99,7,85,46,1.76,50.8,30.7,120
2026-06-09,Afternoon,53,58,35,76,7,104,18284,95.15,7.96,23.58,4.47,38.6,15.45,0.8,70.68,1,98,49,3.94,45.6,41.82,174
2025-09-05,Afternoon,58,68,40,86,11,120,18907,139.5,12.35,1.09,5.04,23.8,16.46,2.7,78.7,1,97,70,14.12,61.2,48.73,188
2026-02-16,Morning,61,58,39,80,10,114,19173,98.49,18.08,0.24,1.66,8.9,18.3,2.1,63.45,1,97,62,2.71,32.0,38.74,148
2024-01-24,Afternoon,87,82,66,103,23,148,35000,207.45,18.54,0.07,0.47,7.6,18.44,0.5,95.11,0,67,56,3.75,70.4,66.7,230
2025-05-28,Morning,68,64,47,85,20,108,24091,262.11,19.15,1.49,9.03,60.1,13.57,4.2,84.66,0,92,68,5.52,107.9,68.66,231
2025-07-10,Morning,64,69,43,90,10,120,15963,133.36,18.62,1.14,2.32,14.7,16.76,14.2,80.88,2,72,56,2.96,78.9,42.82,167
2026-09-05,Afternoon,67,72,50,89,20,117,28013,222.01,15.46,0.36,0.91,20.2,18.07,0.0,83.29,0,70,56,2.36,56.1,55.48,199
2024-12-06,Morning,86,94,73,107,18,161,32299,252.94,30.69,0.22,2.57,23.6,17.43,2.4,88.63,0,72,56,6.39,70.3,72.16,239
2024-09-09,Night,29,38,14,53,3,66,9532,55.52,7.74,1.49,2.16,25.4,17.71,3.6,61.16,1,88,37,6.32,10.9,18.05,93
2025-01-21,Afternoon,47,48,22,73,4,91,12196,54.36,14.46,0.62,1.64,24.3,18.47,2.0,51.62,0,112,79,4.6,40.1,24.53,114
2024-07-05,Morning,81,107,69,119,18,170,31484,211.32,28.87,2.0,0.12,36.6,18.6,0.0,84.78,2,102,99,4.28,198.5,70.5,248
2025-09-04,Morning,35,39,20,54,2,72,12122,47.67,7.1,1.9,5.22,28.5,9.22,50.6,62.17,0,97,39,2.22,60.0,27.51,110
2025-12-05,Afternoon,36,64,28,72,3,94,16826,75.76,13.05,0.71,4.83,29.6,16.55,3.7,69.97,0,78,38,2.89,21.5,36.76,126
2026-05-28,Morning,70,46,43,73,18,95,21654,128.09,18.61,0.27,0.28,14.0,18.58,3.3,84.23,2,74,46,2.79,16.8,40.03,170
2026-12-01,Morning,63,71,46,88,10,123,22966,151.19,11.45,16.78,7.73,28.3,6.58,82.3,81.44,1,84,66,3.39,116.6,61.08,208
2024-03-21,Afternoon,39,33,16,56,6,67,11473,31.08,7.37,0.07,1.65,17.2,16.98,5.2,67.91,1,77,29,2.65,9.1,18.71,97
2024-09-27,Morning,53,67,42,78,15,100,22010,135.96,11.17,1.85,5.21,23.1,12.18,39.2,81.51,2,74,56,3.43,123.2,53.04,191
